User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,ASIAVOND4K7IV22HK52Z,2020-09-09T15:59:12Z,s3.amazonaws.com,DeleteBucket,us-east-1,104.12.53.248,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""elasticbeanstalk-us-east-1-374542718929""}]",544355A7F780F14D,ac0cb61b-cbab-4ed4-88e1-f074dc95a58e,false,AwsApiCall,374542718929,
root,,2020-09-09T15:58:47Z,signin.amazonaws.com,ConsoleLogin,us-east-1,104.12.53.248,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,[],,e1d282fc-1f72-4e94-8495-143cdc473224,,AwsConsoleSignIn,374542718929,
HIDDEN_DUE_TO_SECURITY_REASONS,,2020-09-09T15:57:51Z,signin.amazonaws.com,ConsoleLogin,us-east-1,104.12.53.248,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,[],,289e4bed-2fea-4895-baf2-611a7faf40d4,,AwsConsoleSignIn,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:36Z,s3.amazonaws.com,DeleteBucket,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""serverless-todo-app-dev-serverlessdeploymentbucke-1xw88xhrhbay3""}]",0EDEE5A94F5D855E,27ae829c-1827-467f-ba84-139a9f0bb069,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:36Z,iam.amazonaws.com,DeleteRole,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-ConnectHandler-us-east-1-lambdaRole""}]",d4e880ec-db31-4029-862c-4f34ba64de44,7a199804-77f0-4f2d-a798-141732882ec3,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:36Z,iam.amazonaws.com,DeleteRole,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-UpdateTodo-us-east-1-lambdaRole""}]",8a91d022-9886-4adb-a905-3dbac8ebe84d,a47cec27-3d07-493e-89ef-96fcb8670152,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:36Z,iam.amazonaws.com,DeleteRole,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-GenerateUploadUrl-us-east-1-lambdaRole""}]",9d0c75c6-b94f-49d2-802e-a4b79c61ef4f,b364fe80-3573-4f88-8811-24ab329180f8,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:36Z,iam.amazonaws.com,DeleteRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""serverless-todo-app-dev-lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-GenerateUploadUrl-us-east-1-lambdaRole""}]",0febe2d2-4fed-40ae-beb4-69e91863beec,f27099d7-ff97-4c96-b0ec-ae46bb20d6ef,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,iam.amazonaws.com,DeleteRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""serverless-todo-app-dev-lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-GetTodos-us-east-1-lambdaRole""}]",b209ef81-1e6d-4e40-8555-16b0956b7874,14a14d4b-b143-4353-b5b1-bfd84d5c4b55,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,iam.amazonaws.com,DeleteRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""serverless-todo-app-dev-lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-us-east-1-lambdaRole""}]",acb2209d-b8dd-41e0-96af-0f42463eedec,161197bf-a9f7-4900-b0ab-38634354c3c7,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,iam.amazonaws.com,DeleteRole,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-CreateTodo-us-east-1-lambdaRole""}]",b3838860-63ba-4cb6-9564-c766649edb50,5b15d152-b999-4c86-8809-b65211b60c96,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,logs.amazonaws.com,DeleteLogGroup,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],a45a98f9-7d8a-4feb-bca2-712298f809e4,8c581ba0-6100-4438-ad36-b64e32cf9834,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,iam.amazonaws.com,DeleteRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""serverless-todo-app-dev-lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-CreateTodo-us-east-1-lambdaRole""}]",2e542b29-b74f-4700-80a8-22a605b3f422,95f4587c-febe-4cec-b9e7-ca2c3a4d64bd,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,logs.amazonaws.com,DeleteLogGroup,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],72699b60-b1c3-4f3f-bc3f-4aebe62c8804,9940b940-c7f4-4788-838e-78165232077f,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,iam.amazonaws.com,DeleteRole,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-GetTodos-us-east-1-lambdaRole""}]",b72e6b9a-121d-4126-8a20-c68929d0e877,aba9a425-0390-439d-9471-27bc7b859d64,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,iam.amazonaws.com,DeleteRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""serverless-todo-app-dev-lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-UpdateTodo-us-east-1-lambdaRole""}]",fb838759-c255-4242-b22b-8903d5cf95ad,aeb18bef-725f-4796-bc34-a53e827df411,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,logs.amazonaws.com,DeleteLogGroup,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],af182118-71d4-4242-93f4-07b74bb49852,b0f32b0f-4fd7-4d73-b7de-1b5059a91cc5,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,iam.amazonaws.com,DeleteRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""serverless-todo-app-dev-lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-ConnectHandler-us-east-1-lambdaRole""}]",43d5cac8-62c7-4a2c-af9f-e297be6444ae,b7b42fd0-6263-42e0-8716-385766b97842,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,iam.amazonaws.com,DeleteRole,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-DisconnectHandler-us-east-1-lambdaRole""}]",7d50d0f5-057c-4258-97ae-08a3b8592427,c0726cd9-8aeb-4cdf-9462-fa78ca2619bd,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,logs.amazonaws.com,DeleteLogGroup,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],0b8ff59c-573b-4eb9-8a6c-867f32a86cc5,c6eec819-72ce-407c-806a-034b063b0b41,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,iam.amazonaws.com,DeleteRole,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-us-east-1-lambdaRole""}]",a407dd6e-02f6-48c8-a2ce-de47e7b7367e,c917eb49-f4c5-4678-b755-9a1b301a9da9,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,logs.amazonaws.com,DeleteLogGroup,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],b21a3547-d669-43d6-8fa9-573072e085fc,d08456d4-f03d-4e2e-bfdb-4bb565eca839,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,logs.amazonaws.com,DeleteLogGroup,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],ad6552ed-89d8-427b-8305-c6646b7d7c8c,dad86f54-07e5-4b99-aa13-bcf0b3e95a09,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,iam.amazonaws.com,DeleteRole,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-DeleteTodo-us-east-1-lambdaRole""}]",2f6ddd52-7098-4c95-8755-476419586f1b,e6568868-ab44-4784-8a69-45b6330575fe,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,iam.amazonaws.com,DeleteRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""serverless-todo-app-dev-lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-DeleteTodo-us-east-1-lambdaRole""}]",5d0aca98-ca4d-4653-a7a0-1ac6f1c0e300,ea8531af-b4f5-4f27-a577-027df6c444f2,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:35Z,iam.amazonaws.com,DeleteRolePolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""serverless-todo-app-dev-lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""serverless-todo-app-dev-DisconnectHandler-us-east-1-lambdaRole""}]",fbe589ac-c704-44be-8785-70ab9b04b7ae,f31b420a-302e-48b3-9b67-ecab8e4e0daf,,AwsApiCall,374542718929,
cbirdsey,ASIAIR5IWBDZARFM2PJA,2020-09-09T14:57:35Z,apigateway.amazonaws.com,DeleteApi,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],2ccb4b4c-ab44-442c-83f2-db7f8d137ad7,f73323dc-4a06-423d-a75d-e4f69f103fb7,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:34Z,logs.amazonaws.com,DeleteLogGroup,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],536755ba-e349-4f88-aff3-f125e25de44e,23245d84-82db-4bf6-8a2b-4001c67cb1e8,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:34Z,logs.amazonaws.com,DeleteLogGroup,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],f1f4a1c8-e478-4879-9679-12d8bf78b5d0,a2e68690-06b4-493e-bc68-3c9ad0a276ff,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:34Z,logs.amazonaws.com,DeleteLogGroup,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],d075fbfc-d25e-4a73-bbf6-4e454154c864,b3936d55-d6d8-4622-8820-e79a39c6d0f2,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:33Z,lambda.amazonaws.com,DeleteFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-CreateTodo""}]",c913cceb-e322-425f-8091-eebbf4125b6a,106af556-e685-40a3-ab2c-c67f8826b3be,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:33Z,lambda.amazonaws.com,DeleteFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-UpdateTodo""}]",9f090d16-d2c3-49ca-a076-42eccc65008a,33e1e11f-183c-4574-a137-fa78c882ce8a,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:33Z,lambda.amazonaws.com,DeleteFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-GetTodos""}]",f3db7df6-1319-4a63-87f5-a125ac60b647,5ec2b68e-d2f5-4626-b023-04d045726cae,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:33Z,lambda.amazonaws.com,DeleteFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-DisconnectHandler""}]",7e6d1c67-b90d-4be8-9771-92f2d0842492,638f0393-bec7-41fc-8670-17f87ce794a5,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:33Z,lambda.amazonaws.com,DeleteFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-Auth""}]",3034d107-b6d2-4279-9752-788be4489fbd,6b901512-e9cd-4b89-b9df-98dc29108015,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:33Z,apigateway.amazonaws.com,DeleteRestApi,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],9b299c45-7261-4ab2-8eaf-040a1f6a1ea5,ab709bf5-1c9a-468b-8717-3c2e0a4e7e17,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:33Z,lambda.amazonaws.com,DeleteFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-GenerateUploadUrl""}]",8bb53c74-323b-497a-9981-e095757f4156,c163edd8-4266-4cde-a535-43828c0676bb,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:33Z,lambda.amazonaws.com,DeleteFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-ConnectHandler""}]",fbf49a7d-6c0d-4192-9d8b-9ba8f572d3ce,dfce6311-b5e0-4040-9c77-3f7e044fd5e5,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:33Z,lambda.amazonaws.com,DeleteFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-SendUploadNotifications""}]",8088c459-16a1-40b2-a134-087e41d2f48c,f26e3e0e-ed02-426e-88ee-6f18c1f3f3c0,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:33Z,lambda.amazonaws.com,DeleteFunction20150331,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""serverless-todo-app-dev-DeleteTodo""}]",fa10416a-1231-47a1-a5dd-abf151676495,ff1af24f-610e-4560-9e81-a0c16534105f,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:28Z,apigateway.amazonaws.com,DeleteResource,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],9c9d21c3-092d-4572-895b-91a2492443ca,3a562957-03ff-49bc-9211-f4e4643b6748,false,AwsApiCall,374542718929,
cbirdsey,ASIAJW4N72E2ENHGICCA,2020-09-09T14:57:28Z,apigateway.amazonaws.com,DeleteIntegration,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],66b412b5-c886-411c-bb81-046970bbe4f1,47b73f65-03ce-47a2-a8e8-448c4ee43375,false,AwsApiCall,374542718929,
cbirdsey,ASIAJWEV4FGBU2J2EYLA,2020-09-09T14:57:28Z,apigateway.amazonaws.com,DeleteIntegration,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],12dafdb9-f63a-4e9e-9ad8-fbfcb22e54e9,982492ff-a944-4819-a25d-1ddcaeefdcf7,false,AwsApiCall,374542718929,
cbirdsey,ASIAI2VX6BE3AZ4QHDJA,2020-09-09T14:57:26Z,apigateway.amazonaws.com,DeleteRoute,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],9e57a2a1-8a28-439c-b73f-3fbd0bbc254d,0252b903-352f-44e7-b8c3-db5a1e45d970,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:26Z,sns.amazonaws.com,DeleteTopic,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::SNS::Topic"",""resourceName"":""arn:aws:sns:us-east-1:374542718929:uploadImagesTopic-dev""}]",da3e8620-a140-5cb3-9daf-d1f24ed613f6,11d8a80b-e042-40bf-b793-92111a7013a8,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:26Z,apigateway.amazonaws.com,DeleteResource,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],1a4f9c52-8772-4970-88b3-aa1e9daedafc,25292f90-83ac-44fd-8cbf-1ed04256ae63,false,AwsApiCall,374542718929,
cbirdsey,ASIAIFSPMWT6QFPZXC4A,2020-09-09T14:57:26Z,apigateway.amazonaws.com,DeleteRoute,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],0e86517d-caf8-40f8-b0b2-0967106bf49f,7df4c842-e3d4-42fb-b087-df317792e603,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:25Z,apigateway.amazonaws.com,DeleteResource,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],fdf75680-33fe-4bb0-84b2-662b8121608c,18b564b8-4bf2-44cb-a90d-bc06ad2d0cd0,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:25Z,apigateway.amazonaws.com,DeleteAuthorizer,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::ApiGateway::Authorizer"",""resourceName"":""zt9xow""},{""resourceType"":""AWS::ApiGateway::RestApi"",""resourceName"":""3pnspko3g7""}]",e23d5d96-ee25-4f45-8d64-92454cb9a36b,214a7e5c-9485-4723-825d-e26e70805eb2,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:25Z,apigateway.amazonaws.com,DeleteModel,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],8a39a2fc-dd9f-47fa-9d04-61603c1b374b,6d8f85f6-f2ee-43b3-ab06-ec53b94452f0,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:25Z,apigateway.amazonaws.com,DeleteRequestValidator,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],e4fddf9c-b516-4992-bb97-d00938117da4,70be416e-2be5-40ad-b040-bd91de601333,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:25Z,sns.amazonaws.com,SetTopicAttributes,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::SNS::Topic"",""resourceName"":""arn:aws:sns:us-east-1:374542718929:uploadImagesTopic-dev""}]",41af4ee8-692a-5273-9f49-193a86bf7470,825e781e-70c2-4d06-b613-6dc3ad4896c4,,AwsApiCall,374542718929,
cbirdsey,ASIAIS5PBW3ZQSJIJ6XQ,2020-09-09T14:57:24Z,apigateway.amazonaws.com,DeleteDeployment,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],646b002a-f9bc-477c-a23e-8de407e28014,1f150f6b-6215-4678-a936-e145dae95e1a,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:24Z,apigateway.amazonaws.com,DeleteModel,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],3ea300b3-ffd0-45f7-b303-7aab1602e02e,c3322ff0-bbab-4ae1-a1a5-99d37b2743f7,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:23Z,apigateway.amazonaws.com,DeleteMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],2a6ea076-7622-4324-b526-8a78089d107c,06a49823-dd80-40b8-b15a-828bf0b87b65,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:23Z,apigateway.amazonaws.com,DeleteMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],69d5e858-0f4e-4190-9ce5-0c50835833f1,0e5c6e81-62ac-4b42-af4e-552bd830f8c4,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:23Z,apigateway.amazonaws.com,DeleteMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],44f7c328-e759-4df2-9f4c-b6682687b150,1a6a36e5-0ef2-4d4e-ac06-d004bb9cdc9d,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:23Z,apigateway.amazonaws.com,DeleteMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],f58042bb-d1c6-4b11-adf9-469052350734,23767f79-0944-49ad-a9fb-ae185b3eab33,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:23Z,apigateway.amazonaws.com,DeleteMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],65459699-e376-4c75-b79c-1fb1dcddd79e,30140cf0-cfd9-41bc-a081-02b12ba32324,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:23Z,apigateway.amazonaws.com,DeleteMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],1c44c257-aff0-40f3-9dcc-819cd36f9bab,724b48db-0e93-452d-a727-ebcd3ee3a7f0,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:23Z,apigateway.amazonaws.com,DeleteMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],bfc7d862-2d4e-48fa-b330-c0f5fee6d4d4,7d457bf7-e5bb-4ad4-b55c-45738f98288a,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:23Z,s3.amazonaws.com,DeleteBucket,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""serverless-todo-images777-dev""}]",F66E2766CB0BA12F,897f9e65-68c1-4570-b302-9dc97a533f6a,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:23Z,apigateway.amazonaws.com,DeleteMethod,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,[],6782ded3-ad11-4c3e-8ced-95d3c9931507,8b7cad08-81ec-4c6c-9442-6982a4d76b89,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:22Z,lambda.amazonaws.com,RemovePermission20150331v2,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""arn:aws:lambda:us-east-1:374542718929:function:serverless-todo-app-dev-GenerateUploadUrl""}]",9301e2b7-dfd7-4976-be3c-89b2e93b24c7,0544e094-a0b3-47c7-8ecb-04fe93fba4ad,,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:22Z,s3.amazonaws.com,DeleteBucketPolicy,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""serverless-todo-images777-dev""}]",34526C8953923D2B,0e1b5810-2fbb-4a2d-b5e1-cae78966c22f,false,AwsApiCall,374542718929,
cbirdsey,ASIAIQLZMEL2QNAGZN4A,2020-09-09T14:57:22Z,dynamodb.amazonaws.com,DeleteTable,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::DynamoDB::Table"",""resourceName"":""arn:aws:dynamodb:us-east-1:374542718929:table/serverless-todo-dev""},{""resourceType"":""AWS::DynamoDB::Table"",""resourceName"":""5dfad228-f68e-456e-b5db-80c93fa5b105""},{""resourceType"":""AWS::DynamoDB::Table"",""resourceName"":""serverless-todo-dev""}]",GJM26OCGVTGPIDP6BMBOA13FKBVV4KQNSO5AEMVJF66Q9ASUAAJG,14093e79-986d-40a2-8d28-695ff259ca36,false,AwsApiCall,374542718929,Management
